Consumption DK areas in MWh,,,,
Data was last updated 22-04-2016,,,,
,Hours,DK1,DK2,DK
11-03-2016,06 - 07,2556,1629,4185
11-03-2016,07 - 08,2905,1837,4742
11-03-2016,08 - 09,3046,1938,4984
11-03-2016,09 - 10,3019,1974,4993
11-03-2016,10 - 11,3058,1981,5039
11-03-2016,11 - 12,3010,1948,4958
11-03-2016,12 - 13,2848,1907,4755
11-03-2016,13 - 14,2752,1873,4625
11-03-2016,14 - 15,2604,1814,4418
11-03-2016,15 - 16,2506,1756,4262
11-03-2016,16 - 17,2516,1776,4292
11-03-2016,17 - 18,2685,1901,4586
11-03-2016,18 - 19,2756,2015,4771
11-03-2016,19 - 20,2643,1933,4576
11-03-2016,20 - 21,2452,1791,4243
11-03-2016,21 - 22,2300,1674,3974
11-03-2016,22 - 23,2170,1551,3721
11-03-2016,23 - 00,2006,1433,3439
12-03-2016,00 - 01,1886,1345,3231
12-03-2016,01 - 02,1805,1279,3084
12-03-2016,02 - 03,1763,1250,3013
12-03-2016,03 - 04,1758,1248,3006
12-03-2016,04 - 05,1782,1260,3042
12-03-2016,05 - 06,1847,1302,3149
12-03-2016,06 - 07,1977,1362,3339
12-03-2016,07 - 08,2148,1469,3617
12-03-2016,08 - 09,2338,1622,3960
12-03-2016,09 - 10,2422,1729,4151
12-03-2016,10 - 11,2425,1782,4207
12-03-2016,11 - 12,2392,1784,4176
12-03-2016,12 - 13,2338,1750,4088
12-03-2016,13 - 14,2270,1712,3982
12-03-2016,14 - 15,2204,1695,3899
12-03-2016,15 - 16,2199,1694,3893
12-03-2016,16 - 17,2314,1744,4058
12-03-2016,17 - 18,2514,1875,4389
12-03-2016,18 - 19,2543,1953,4496
12-03-2016,19 - 20,2465,1883,4348
12-03-2016,20 - 21,2301,1751,4052
12-03-2016,21 - 22,2161,1653,3814
12-03-2016,22 - 23,2027,1536,3563
12-03-2016,23 - 00,1887,1429,3316
13-03-2016,00 - 01,1798,1348,3146
13-03-2016,01 - 02,1745,1281,3026
13-03-2016,02 - 03,1718,1253,2971
13-03-2016,03 - 04,1731,1240,2971
13-03-2016,04 - 05,1755,1248,3003
13-03-2016,05 - 06,1815,1274,3089
13-03-2016,06 - 07,1905,1312,3217
13-03-2016,07 - 08,2043,1411,3454
13-03-2016,08 - 09,2219,1562,3781
13-03-2016,09 - 10,2299,1675,3974
13-03-2016,10 - 11,2313,1733,4046
13-03-2016,11 - 12,2297,1744,4041
13-03-2016,12 - 13,2247,1735,3982
13-03-2016,13 - 14,2178,1714,3892
13-03-2016,14 - 15,2124,1670,3794
13-03-2016,15 - 16,2107,1627,3734
13-03-2016,16 - 17,2159,1635,3794
13-03-2016,17 - 18,2421,1772,4193
13-03-2016,18 - 19,2529,1918,4447
13-03-2016,19 - 20,2462,1878,4340
13-03-2016,20 - 21,2303,1749,4052
13-03-2016,21 - 22,2149,1609,3758
13-03-2016,22 - 23,1988,1469,3457
13-03-2016,23 - 00,1871,1340,3211
14-03-2016,00 - 01,1782,1241,3023
14-03-2016,01 - 02,1731,1178,2909
14-03-2016,02 - 03,1722,1158,2880
14-03-2016,03 - 04,1724,1172,2896
14-03-2016,04 - 05,1783,1205,2988
14-03-2016,05 - 06,1961,1315,3276
14-03-2016,06 - 07,2411,1563,3974
14-03-2016,07 - 08,2814,1802,4616
14-03-2016,08 - 09,2968,1904,4872
14-03-2016,09 - 10,2979,1935,4914
14-03-2016,10 - 11,3003,1963,4966
14-03-2016,11 - 12,2976,1972,4948
14-03-2016,12 - 13,2901,1955,4856
14-03-2016,13 - 14,2900,1922,4822
14-03-2016,14 - 15,2828,1894,4722
14-03-2016,15 - 16,2703,1857,4560
14-03-2016,16 - 17,2677,1866,4543
14-03-2016,17 - 18,2838,1995,4833
14-03-2016,18 - 19,2850,2048,4898
14-03-2016,19 - 20,2796,1958,4754
14-03-2016,20 - 21,2598,1828,4426
14-03-2016,21 - 22,2393,1682,4075
14-03-2016,22 - 23,2186,1520,3706
14-03-2016,23 - 00,1977,1362,3339
15-03-2016,00 - 01,1826,1270,3096
15-03-2016,01 - 02,1759,1220,2979
15-03-2016,02 - 03,1770,1198,2968
15-03-2016,03 - 04,1794,1213,3007
15-03-2016,04 - 05,1836,1242,3078
15-03-2016,05 - 06,2003,1344,3347
15-03-2016,06 - 07,2402,1565,3967
15-03-2016,07 - 08,2754,1786,4540
15-03-2016,08 - 09,2860,1883,4743
15-03-2016,09 - 10,2837,1913,4750
15-03-2016,10 - 11,2866,1927,4793
15-03-2016,11 - 12,2812,1930,4742
15-03-2016,12 - 13,2713,1878,4591
15-03-2016,13 - 14,2786,1838,4624
15-03-2016,14 - 15,2722,1791,4513
15-03-2016,15 - 16,2613,1733,4346
15-03-2016,16 - 17,2585,1721,4306
15-03-2016,17 - 18,2775,1852,4627
15-03-2016,18 - 19,2779,1935,4714
15-03-2016,19 - 20,2740,1916,4656
15-03-2016,20 - 21,2582,1808,4390
15-03-2016,21 - 22,2400,1669,4069
15-03-2016,22 - 23,2198,1513,3711
15-03-2016,23 - 00,1999,1366,3365
16-03-2016,00 - 01,1859,1271,3130
16-03-2016,01 - 02,1811,1220,3031
16-03-2016,02 - 03,1788,1202,2990
16-03-2016,03 - 04,1811,1217,3028
16-03-2016,04 - 05,1872,1255,3127
16-03-2016,05 - 06,2058,1374,3432
16-03-2016,06 - 07,2444,1584,4028
16-03-2016,07 - 08,2792,1804,4596
16-03-2016,08 - 09,2881,1880,4761
16-03-2016,09 - 10,2857,1902,4759
16-03-2016,10 - 11,2861,1902,4763
16-03-2016,11 - 12,2823,1867,4690
16-03-2016,12 - 13,2731,1848,4579
16-03-2016,13 - 14,2730,1830,4560
16-03-2016,14 - 15,2669,1781,4450
16-03-2016,15 - 16,2532,1732,4264
16-03-2016,16 - 17,2525,1721,4246
16-03-2016,17 - 18,2688,1844,4532
16-03-2016,18 - 19,2701,1935,4636
16-03-2016,19 - 20,2703,1919,4622
16-03-2016,20 - 21,2547,1796,4343
16-03-2016,21 - 22,2373,1668,4041
16-03-2016,22 - 23,2172,1506,3678
16-03-2016,23 - 00,1972,1356,3328
17-03-2016,00 - 01,1847,1251,3098
17-03-2016,01 - 02,1803,1210,3013
17-03-2016,02 - 03,1779,1183,2962
17-03-2016,03 - 04,1793,1195,2988
17-03-2016,04 - 05,1829,1226,3055
17-03-2016,05 - 06,1982,1334,3316
17-03-2016,06 - 07,2373,1542,3915
17-03-2016,07 - 08,2716,1769,4485
17-03-2016,08 - 09,2821,1849,4670
17-03-2016,09 - 10,2816,1873,4689
17-03-2016,10 - 11,2817,1880,4697
17-03-2016,11 - 12,2835,1859,4694
17-03-2016,12 - 13,2806,1818,4624
17-03-2016,13 - 14,2820,1798,4618
17-03-2016,14 - 15,2735,1766,4501
17-03-2016,15 - 16,2632,1715,4347
17-03-2016,16 - 17,2643,1725,4368
17-03-2016,17 - 18,2826,1868,4694
17-03-2016,18 - 19,2811,1947,4758
17-03-2016,19 - 20,2757,1882,4639
17-03-2016,20 - 21,2577,1758,4335
17-03-2016,21 - 22,2411,1625,4036
17-03-2016,22 - 23,2211,1465,3676
17-03-2016,23 - 00,1998,1317,3315
18-03-2016,00 - 01,1870,1234,3104
18-03-2016,01 - 02,1817,1169,2986
18-03-2016,02 - 03,1813,1146,2959
18-03-2016,03 - 04,1822,1152,2974
18-03-2016,04 - 05,1883,1193,3076
18-03-2016,05 - 06,2042,1296,3338
18-03-2016,06 - 07,2453,1525,3978
18-03-2016,07 - 08,2845,1756,4601
18-03-2016,08 - 09,2990,1857,4847
18-03-2016,09 - 10,2979,1880,4859
18-03-2016,10 - 11,2977,1886,4863
18-03-2016,11 - 12,2915,1870,4785
18-03-2016,12 - 13,2763,1836,4599
18-03-2016,13 - 14,2630,1790,4420
18-03-2016,14 - 15,2477,1734,4211
18-03-2016,15 - 16,2372,1670,4042
18-03-2016,16 - 17,2388,1676,4064
18-03-2016,17 - 18,2557,1783,4340
18-03-2016,18 - 19,2631,1884,4515
18-03-2016,19 - 20,2593,1868,4461
18-03-2016,20 - 21,2404,1731,4135
18-03-2016,21 - 22,2242,1594,3836
18-03-2016,22 - 23,2092,1491,3583
18-03-2016,23 - 00,1943,1387,3330
19-03-2016,00 - 01,1828,1292,3120
19-03-2016,01 - 02,1761,1231,2992
19-03-2016,02 - 03,1731,1201,2932
19-03-2016,03 - 04,1725,1190,2915
19-03-2016,04 - 05,1753,1194,2947
19-03-2016,05 - 06,1812,1224,3036
19-03-2016,06 - 07,1911,1262,3173
19-03-2016,07 - 08,2086,1384,3470
19-03-2016,08 - 09,2255,1529,3784
19-03-2016,09 - 10,2332,1623,3955
19-03-2016,10 - 11,2321,1670,3991
19-03-2016,11 - 12,2251,1646,3897
19-03-2016,12 - 13,2157,1603,3760
19-03-2016,13 - 14,2056,1557,3613
19-03-2016,14 - 15,1974,1534,3508
19-03-2016,15 - 16,1934,1523,3457
19-03-2016,16 - 17,1997,1542,3539
19-03-2016,17 - 18,2228,1651,3879
19-03-2016,18 - 19,2329,1763,4092
19-03-2016,19 - 20,2338,1755,4093
19-03-2016,20 - 21,2193,1651,3844
19-03-2016,21 - 22,2015,1553,3568
19-03-2016,22 - 23,1895,1450,3345
19-03-2016,23 - 00,1761,1345,3106
20-03-2016,00 - 01,1595,1254,2849
20-03-2016,01 - 02,1587,1195,2782
20-03-2016,02 - 03,1601,1175,2776
20-03-2016,03 - 04,1586,1158,2744
20-03-2016,04 - 05,1605,1153,2758
20-03-2016,05 - 06,1650,1190,2840
20-03-2016,06 - 07,1726,1237,2963
20-03-2016,07 - 08,1871,1276,3147
20-03-2016,08 - 09,2022,1362,3384
20-03-2016,09 - 10,2097,1437,3534
20-03-2016,10 - 11,2127,1485,3612
20-03-2016,11 - 12,2093,1512,3605
20-03-2016,12 - 13,2047,1560,3607
20-03-2016,13 - 14,2026,1539,3565
20-03-2016,14 - 15,2009,1514,3523
20-03-2016,15 - 16,1958,1479,3437
20-03-2016,16 - 17,2015,1490,3505
20-03-2016,17 - 18,2229,1607,3836
20-03-2016,18 - 19,2345,1748,4093
20-03-2016,19 - 20,2346,1764,4110
20-03-2016,20 - 21,2196,1649,3845
20-03-2016,21 - 22,2029,1536,3565
20-03-2016,22 - 23,1877,1397,3274
20-03-2016,23 - 00,1734,1293,3027
21-03-2016,00 - 01,1659,1208,2867
21-03-2016,01 - 02,1602,1157,2759
21-03-2016,02 - 03,1611,1127,2738
21-03-2016,03 - 04,1619,1121,2740
21-03-2016,04 - 05,1681,1167,2848
21-03-2016,05 - 06,1841,1259,3100
21-03-2016,06 - 07,2144,1409,3553
21-03-2016,07 - 08,2512,1631,4143
21-03-2016,08 - 09,2645,1786,4431
21-03-2016,09 - 10,2710,1833,4543
21-03-2016,10 - 11,2748,1850,4598
21-03-2016,11 - 12,2705,1811,4516
21-03-2016,12 - 13,2654,1778,4432
21-03-2016,13 - 14,2665,1777,4442
21-03-2016,14 - 15,2611,1735,4346
21-03-2016,15 - 16,2517,1697,4214
21-03-2016,16 - 17,2540,1707,4247
21-03-2016,17 - 18,2668,1810,4478
21-03-2016,18 - 19,2697,1882,4579
21-03-2016,19 - 20,2653,1874,4527
21-03-2016,20 - 21,2459,1741,4200
21-03-2016,21 - 22,2279,1605,3884
21-03-2016,22 - 23,2095,1456,3551
21-03-2016,23 - 00,1926,1330,3256
22-03-2016,00 - 01,1809,1224,3033
22-03-2016,01 - 02,1767,1181,2948
22-03-2016,02 - 03,1723,1154,2877
22-03-2016,03 - 04,1734,1144,2878
22-03-2016,04 - 05,1797,1163,2960
22-03-2016,05 - 06,1951,1252,3203
22-03-2016,06 - 07,2246,1416,3662
22-03-2016,07 - 08,2629,1643,4272
22-03-2016,08 - 09,2805,1795,4600
22-03-2016,09 - 10,2826,1849,4675
22-03-2016,10 - 11,2850,1879,4729
22-03-2016,11 - 12,2801,1863,4664
22-03-2016,12 - 13,2729,1862,4591
22-03-2016,13 - 14,2748,1858,4606
22-03-2016,14 - 15,2674,1820,4494
22-03-2016,15 - 16,2549,1750,4299
22-03-2016,16 - 17,2504,1754,4258
22-03-2016,17 - 18,2637,1844,4481
22-03-2016,18 - 19,2663,1901,4564
22-03-2016,19 - 20,2658,1885,4543
22-03-2016,20 - 21,2508,1760,4268
22-03-2016,21 - 22,2347,1636,3983
22-03-2016,22 - 23,2135,1488,3623
22-03-2016,23 - 00,1946,1350,3296
23-03-2016,00 - 01,1810,1257,3067
23-03-2016,01 - 02,1745,1195,2940
23-03-2016,02 - 03,1724,1152,2876
23-03-2016,03 - 04,1752,1167,2919
23-03-2016,04 - 05,1795,1189,2984
23-03-2016,05 - 06,1924,1279,3203
23-03-2016,06 - 07,2189,1424,3613
23-03-2016,07 - 08,2543,1630,4173
23-03-2016,08 - 09,2688,1768,4456
23-03-2016,09 - 10,2707,1839,4546
23-03-2016,10 - 11,2728,1866,4594
23-03-2016,11 - 12,2672,1853,4525
23-03-2016,12 - 13,2598,1817,4415
23-03-2016,13 - 14,2587,1789,4376
23-03-2016,14 - 15,2500,1766,4266
23-03-2016,15 - 16,2391,1715,4106
23-03-2016,16 - 17,2362,1688,4050
23-03-2016,17 - 18,2488,1756,4244
23-03-2016,18 - 19,2558,1841,4399
23-03-2016,19 - 20,2578,1838,4416
23-03-2016,20 - 21,2432,1726,4158
23-03-2016,21 - 22,2254,1616,3870
23-03-2016,22 - 23,2097,1500,3597
23-03-2016,23 - 00,1928,1374,3302
24-03-2016,00 - 01,1814,1288,3102
24-03-2016,01 - 02,1751,1229,2980
24-03-2016,02 - 03,1728,1205,2933
24-03-2016,03 - 04,1726,1200,2926
24-03-2016,04 - 05,1754,1218,2972
24-03-2016,05 - 06,1820,1259,3079
24-03-2016,06 - 07,1880,1309,3189
24-03-2016,07 - 08,2019,1415,3434
24-03-2016,08 - 09,2165,1530,3695
24-03-2016,09 - 10,2214,1603,3817
24-03-2016,10 - 11,2212,1619,3831
24-03-2016,11 - 12,2173,1605,3778
24-03-2016,12 - 13,2107,1569,3676
24-03-2016,13 - 14,2059,1523,3582
24-03-2016,14 - 15,2068,1477,3545
24-03-2016,15 - 16,2083,1446,3529
24-03-2016,16 - 17,2155,1484,3639
24-03-2016,17 - 18,2346,1584,3930
24-03-2016,18 - 19,2372,1680,4052
24-03-2016,19 - 20,2337,1680,4017
24-03-2016,20 - 21,2205,1591,3796
24-03-2016,21 - 22,2058,1497,3555
24-03-2016,22 - 23,1912,1399,3311
24-03-2016,23 - 00,1772,1291,3063
25-03-2016,00 - 01,1666,1214,2880
25-03-2016,01 - 02,1600,1155,2755
25-03-2016,02 - 03,1571,1124,2695
25-03-2016,03 - 04,1576,1120,2696
25-03-2016,04 - 05,1578,1124,2702
25-03-2016,05 - 06,1648,1149,2797
25-03-2016,06 - 07,1728,1186,2914
25-03-2016,07 - 08,1898,1302,3200
25-03-2016,08 - 09,2090,1449,3539
25-03-2016,09 - 10,2190,1539,3729
25-03-2016,10 - 11,2239,1596,3835
25-03-2016,11 - 12,2229,1613,3842
25-03-2016,12 - 13,2164,1597,3761
25-03-2016,13 - 14,2071,1561,3632
25-03-2016,14 - 15,2006,1539,3545
25-03-2016,15 - 16,1946,1526,3472
25-03-2016,16 - 17,1987,1556,3543
25-03-2016,17 - 18,2129,1656,3785
25-03-2016,18 - 19,2183,1696,3879
25-03-2016,19 - 20,2240,1678,3918
25-03-2016,20 - 21,2108,1569,3677
25-03-2016,21 - 22,1980,1475,3455
25-03-2016,22 - 23,1866,1391,3257
25-03-2016,23 - 00,1728,1295,3023
26-03-2016,00 - 01,1645,1214,2859
26-03-2016,01 - 02,1596,1159,2755
26-03-2016,02 - 03,1578,1128,2706
26-03-2016,03 - 04,1567,1121,2688
26-03-2016,04 - 05,1580,1145,2725
26-03-2016,05 - 06,1649,1160,2809
26-03-2016,06 - 07,1702,1187,2889
26-03-2016,07 - 08,1875,1313,3188
26-03-2016,08 - 09,1992,1443,3435
26-03-2016,09 - 10,2030,1527,3557
26-03-2016,10 - 11,2020,1572,3592
26-03-2016,11 - 12,1987,1551,3538
26-03-2016,12 - 13,1971,1508,3479
26-03-2016,13 - 14,1967,1462,3429
26-03-2016,14 - 15,1929,1426,3355
26-03-2016,15 - 16,1894,1388,3282
26-03-2016,16 - 17,1897,1411,3308
26-03-2016,17 - 18,2077,1505,3582
26-03-2016,18 - 19,2163,1594,3757
26-03-2016,19 - 20,2151,1653,3804
26-03-2016,20 - 21,2017,1557,3574
26-03-2016,21 - 22,1893,1477,3370
26-03-2016,22 - 23,1765,1395,3160
26-03-2016,23 - 00,1655,1297,2952
27-03-2016,00 - 01,1554,1210,2764
27-03-2016,01 - 02,1506,1162,2668
27-03-2016,02 - 03,,,
27-03-2016,03 - 04,1466,1130,2596
27-03-2016,04 - 05,1469,1126,2595
27-03-2016,05 - 06,1503,1143,2646
27-03-2016,06 - 07,1585,1157,2742
27-03-2016,07 - 08,1655,1216,2871
27-03-2016,08 - 09,1827,1334,3161
27-03-2016,09 - 10,1963,1439,3402
27-03-2016,10 - 11,2035,1474,3509
27-03-2016,11 - 12,2126,1480,3606
27-03-2016,12 - 13,2132,1480,3612
27-03-2016,13 - 14,2115,1420,3535
27-03-2016,14 - 15,2064,1428,3492
27-03-2016,15 - 16,1988,1422,3410
27-03-2016,16 - 17,2000,1481,3481
27-03-2016,17 - 18,2088,1555,3643
27-03-2016,18 - 19,2083,1582,3665
27-03-2016,19 - 20,2039,1546,3585
27-03-2016,20 - 21,2085,1559,3644
27-03-2016,21 - 22,1961,1482,3443
27-03-2016,22 - 23,1846,1386,3232
27-03-2016,23 - 00,1717,1297,3014
28-03-2016,00 - 01,1588,1210,2798
28-03-2016,01 - 02,1510,1139,2649
28-03-2016,02 - 03,1495,1103,2598
28-03-2016,03 - 04,1485,1092,2577
28-03-2016,04 - 05,1489,1099,2588
28-03-2016,05 - 06,1536,1137,2673
28-03-2016,06 - 07,1634,1201,2835
28-03-2016,07 - 08,1709,1281,2990
28-03-2016,08 - 09,1854,1407,3261
28-03-2016,09 - 10,1941,1525,3466
28-03-2016,10 - 11,2037,1589,3626
28-03-2016,11 - 12,2028,1578,3606
28-03-2016,12 - 13,1922,1545,3467
28-03-2016,13 - 14,1906,1516,3422
28-03-2016,14 - 15,1902,1472,3374
28-03-2016,15 - 16,1911,1473,3384
28-03-2016,16 - 17,1958,1509,3467
28-03-2016,17 - 18,2135,1634,3769
28-03-2016,18 - 19,2147,1655,3802
28-03-2016,19 - 20,2046,1618,3664
28-03-2016,20 - 21,2050,1594,3644
28-03-2016,21 - 22,1961,1486,3447
28-03-2016,22 - 23,1818,1362,3180
28-03-2016,23 - 00,1683,1250,2933
29-03-2016,00 - 01,1592,1158,2750
29-03-2016,01 - 02,1570,1114,2684
29-03-2016,02 - 03,1561,1101,2662
29-03-2016,03 - 04,1571,1109,2680
29-03-2016,04 - 05,1647,1121,2768
29-03-2016,05 - 06,1810,1224,3034
29-03-2016,06 - 07,2206,1452,3658
29-03-2016,07 - 08,2560,1668,4228
29-03-2016,08 - 09,2685,1781,4466
29-03-2016,09 - 10,2705,1808,4513
29-03-2016,10 - 11,2725,1818,4543
29-03-2016,11 - 12,2671,1789,4460
29-03-2016,12 - 13,2608,1763,4371
29-03-2016,13 - 14,2674,1744,4418
29-03-2016,14 - 15,2621,1701,4322
29-03-2016,15 - 16,2430,1644,4074
29-03-2016,16 - 17,2382,1657,4039
29-03-2016,17 - 18,2502,1755,4257
29-03-2016,18 - 19,2455,1736,4191
29-03-2016,19 - 20,2409,1697,4106
29-03-2016,20 - 21,2446,1713,4159
29-03-2016,21 - 22,2324,1607,3931
29-03-2016,22 - 23,2145,1456,3601
29-03-2016,23 - 00,1944,1295,3239
30-03-2016,00 - 01,1798,1189,2987
30-03-2016,01 - 02,1763,1136,2899
30-03-2016,02 - 03,1734,1111,2845
30-03-2016,03 - 04,1747,1124,2871
30-03-2016,04 - 05,1805,1142,2947
30-03-2016,05 - 06,1939,1243,3182
30-03-2016,06 - 07,2368,1468,3836
30-03-2016,07 - 08,2734,1684,4418
30-03-2016,08 - 09,2893,1800,4693
30-03-2016,09 - 10,2918,1847,4765
30-03-2016,10 - 11,2951,1902,4853
30-03-2016,11 - 12,2959,1917,4876
30-03-2016,12 - 13,2855,1914,4769
30-03-2016,13 - 14,2812,1932,4744
30-03-2016,14 - 15,2709,1858,4567
30-03-2016,15 - 16,2613,1783,4396
30-03-2016,16 - 17,2530,1768,4298
30-03-2016,17 - 18,2686,1856,4542
30-03-2016,18 - 19,2637,1826,4463
30-03-2016,19 - 20,2549,1747,4296
30-03-2016,20 - 21,2558,1743,4301
30-03-2016,21 - 22,2424,1631,4055
30-03-2016,22 - 23,2210,1494,3704
30-03-2016,23 - 00,2003,1328,3331
31-03-2016,00 - 01,1872,1219,3091
31-03-2016,01 - 02,1819,1172,2991
31-03-2016,02 - 03,1794,1151,2945
31-03-2016,03 - 04,1796,1138,2934
31-03-2016,04 - 05,1840,1163,3003
31-03-2016,05 - 06,2005,1251,3256
31-03-2016,06 - 07,2405,1494,3899
31-03-2016,07 - 08,2752,1698,4450
31-03-2016,08 - 09,2853,1800,4653
31-03-2016,09 - 10,2801,1838,4639
31-03-2016,10 - 11,2851,1876,4727
31-03-2016,11 - 12,2796,1859,4655
31-03-2016,12 - 13,2701,1824,4525
31-03-2016,13 - 14,2657,1791,4448
31-03-2016,14 - 15,2540,1738,4278
31-03-2016,15 - 16,2401,1669,4070
31-03-2016,16 - 17,2336,1632,3968
31-03-2016,17 - 18,2466,1742,4208
31-03-2016,18 - 19,2429,1733,4162
31-03-2016,19 - 20,2370,1704,4074
31-03-2016,20 - 21,2439,1717,4156
31-03-2016,21 - 22,2329,1618,3947
31-03-2016,22 - 23,2164,1474,3638
31-03-2016,23 - 00,1993,1325,3318
01-04-2016,00 - 01,1858,1226,3084
01-04-2016,01 - 02,1811,1165,2976
01-04-2016,02 - 03,1786,1140,2926
01-04-2016,03 - 04,1784,1149,2933
01-04-2016,04 - 05,1848,1192,3040
01-04-2016,05 - 06,2028,1293,3321
01-04-2016,06 - 07,2432,1500,3932
01-04-2016,07 - 08,2771,1707,4478
01-04-2016,08 - 09,2856,1809,4665
01-04-2016,09 - 10,2847,1833,4680
01-04-2016,10 - 11,2849,1845,4694
01-04-2016,11 - 12,2771,1810,4581
01-04-2016,12 - 13,2632,1765,4397
01-04-2016,13 - 14,2527,1739,4266
01-04-2016,14 - 15,2385,1685,4070
01-04-2016,15 - 16,2282,1621,3903
01-04-2016,16 - 17,2259,1610,3869
01-04-2016,17 - 18,2391,1670,4061
01-04-2016,18 - 19,2406,1692,4098
01-04-2016,19 - 20,2304,1662,3966
01-04-2016,20 - 21,2285,1638,3923
01-04-2016,21 - 22,2170,1544,3714
01-04-2016,22 - 23,2021,1438,3459
01-04-2016,23 - 00,1862,1326,3188
02-04-2016,00 - 01,1720,1224,2944
02-04-2016,01 - 02,1634,1150,2784
02-04-2016,02 - 03,1566,1117,2683
02-04-2016,03 - 04,1570,1096,2666
02-04-2016,04 - 05,1577,1095,2672
02-04-2016,05 - 06,1606,1124,2730
02-04-2016,06 - 07,1731,1169,2900
02-04-2016,07 - 08,1888,1267,3155
02-04-2016,08 - 09,2060,1415,3475
02-04-2016,09 - 10,2144,1522,3666
02-04-2016,10 - 11,2148,1560,3708
02-04-2016,11 - 12,2114,1552,3666
02-04-2016,12 - 13,2038,1517,3555
02-04-2016,13 - 14,1991,1489,3480
02-04-2016,14 - 15,1963,1462,3425
02-04-2016,15 - 16,1944,1427,3371
02-04-2016,16 - 17,1969,1449,3418
02-04-2016,17 - 18,2117,1556,3673
02-04-2016,18 - 19,2185,1597,3782
02-04-2016,19 - 20,2119,1546,3665
02-04-2016,20 - 21,2122,1557,3679
02-04-2016,21 - 22,2037,1483,3520
02-04-2016,22 - 23,1912,1378,3290
02-04-2016,23 - 00,1773,1270,3043
03-04-2016,00 - 01,1652,1164,2816
03-04-2016,01 - 02,1592,1110,2702
03-04-2016,02 - 03,1554,1084,2638
03-04-2016,03 - 04,1544,1079,2623
03-04-2016,04 - 05,1565,1074,2639
03-04-2016,05 - 06,1584,1093,2677
03-04-2016,06 - 07,1668,1138,2806
03-04-2016,07 - 08,1781,1219,3000
03-04-2016,08 - 09,1962,1365,3327
03-04-2016,09 - 10,2077,1476,3553
03-04-2016,10 - 11,2130,1535,3665
03-04-2016,11 - 12,2086,1554,3640
03-04-2016,12 - 13,2033,1527,3560
03-04-2016,13 - 14,2012,1505,3517
03-04-2016,14 - 15,2017,1477,3494
03-04-2016,15 - 16,2000,1458,3458
03-04-2016,16 - 17,2091,1487,3578
03-04-2016,17 - 18,2335,1592,3927
03-04-2016,18 - 19,2367,1623,3990
03-04-2016,19 - 20,2246,1621,3867
03-04-2016,20 - 21,2233,1593,3826
03-04-2016,21 - 22,2100,1484,3584
03-04-2016,22 - 23,1968,1344,3312
03-04-2016,23 - 00,1817,1209,3026
04-04-2016,00 - 01,1736,1128,2864
04-04-2016,01 - 02,1685,1063,2748
04-04-2016,02 - 03,1675,1062,2737
04-04-2016,03 - 04,1689,1071,2760
04-04-2016,04 - 05,1736,1098,2834
04-04-2016,05 - 06,1898,1204,3102
04-04-2016,06 - 07,2276,1413,3689
04-04-2016,07 - 08,2645,1648,4293
04-04-2016,08 - 09,2809,1758,4567
04-04-2016,09 - 10,2796,1801,4597
04-04-2016,10 - 11,2851,1818,4669
04-04-2016,11 - 12,2835,1802,4637
04-04-2016,12 - 13,2724,1777,4501
04-04-2016,13 - 14,2725,1743,4468
04-04-2016,14 - 15,2679,1735,4414
04-04-2016,15 - 16,2553,1670,4223
04-04-2016,16 - 17,2552,1649,4201
04-04-2016,17 - 18,2672,1771,4443
04-04-2016,18 - 19,2595,1755,4350
04-04-2016,19 - 20,2487,1669,4156
04-04-2016,20 - 21,2472,1650,4122
04-04-2016,21 - 22,2346,1545,3891
04-04-2016,22 - 23,2133,1396,3529
04-04-2016,23 - 00,1921,1256,3177
05-04-2016,00 - 01,1776,1150,2926
05-04-2016,01 - 02,1719,1090,2809
05-04-2016,02 - 03,1711,1068,2779
05-04-2016,03 - 04,1722,1073,2795
05-04-2016,04 - 05,1765,1088,2853
05-04-2016,05 - 06,1942,1195,3137
05-04-2016,06 - 07,2353,1417,3770
05-04-2016,07 - 08,2702,1653,4355
05-04-2016,08 - 09,2856,1757,4613
05-04-2016,09 - 10,2837,1798,4635
05-04-2016,10 - 11,2882,1810,4692
05-04-2016,11 - 12,2861,1809,4670
05-04-2016,12 - 13,2779,1771,4550
05-04-2016,13 - 14,2814,1767,4581
05-04-2016,14 - 15,2760,1749,4509
05-04-2016,15 - 16,2703,1729,4432
05-04-2016,16 - 17,2701,1744,4445
05-04-2016,17 - 18,2850,1849,4699
05-04-2016,18 - 19,2755,1830,4585
05-04-2016,19 - 20,2634,1755,4389
05-04-2016,20 - 21,2564,1706,4270
05-04-2016,21 - 22,2428,1594,4022
05-04-2016,22 - 23,2232,1433,3665
05-04-2016,23 - 00,2024,1305,3329
06-04-2016,00 - 01,1866,1193,3059
06-04-2016,01 - 02,1766,1119,2885
06-04-2016,02 - 03,1739,1018,2757
06-04-2016,03 - 04,1757,882,2639
06-04-2016,04 - 05,1808,885,2693
06-04-2016,05 - 06,1920,998,2918
06-04-2016,06 - 07,2325,1235,3560
06-04-2016,07 - 08,2673,1411,4084
06-04-2016,08 - 09,2772,1741,4513
06-04-2016,09 - 10,2789,1734,4523
06-04-2016,10 - 11,2839,1604,4443
06-04-2016,11 - 12,2817,1795,4612
06-04-2016,12 - 13,2714,1782,4496
06-04-2016,13 - 14,2537,1739,4276
06-04-2016,14 - 15,2619,1723,4342
06-04-2016,15 - 16,2527,1672,4199
