Consumption DK areas in MWh;;;;
Data was last updated 06-03-2016;;;;
;Hours;DK1;DK2;DK
01-01-2016;00 - 01;1818;1341;3159
01-01-2016;01 - 02;1741;1288;3029
01-01-2016;02 - 03;1660;1232;2892
01-01-2016;03 - 04;1593;1169;2762
01-01-2016;04 - 05;1545;1141;2686
01-01-2016;05 - 06;1552;1144;2696
01-01-2016;06 - 07;1605;1175;2780
01-01-2016;07 - 08;1663;1202;2865
01-01-2016;08 - 09;1733;1239;2972
01-01-2016;09 - 10;1809;1310;3119
01-01-2016;10 - 11;1922;1411;3333
01-01-2016;11 - 12;2010;1479;3489
01-01-2016;12 - 13;2043;1518;3561
01-01-2016;13 - 14;2043;1530;3573
01-01-2016;14 - 15;2043;1544;3587
01-01-2016;15 - 16;2088;1589;3677
01-01-2016;16 - 17;2312;1709;4021
01-01-2016;17 - 18;2433;1800;4233
01-01-2016;18 - 19;2481;1788;4269
01-01-2016;19 - 20;2335;1703;4038
01-01-2016;20 - 21;2149;1593;3742
01-01-2016;21 - 22;2000;1501;3501
01-01-2016;22 - 23;1858;1411;3269
01-01-2016;23 - 00;1713;1314;3027
02-01-2016;00 - 01;1615;1215;2830
02-01-2016;01 - 02;1510;1155;2665
02-01-2016;02 - 03;1461;1120;2581
02-01-2016;03 - 04;1463;1113;2576
02-01-2016;04 - 05;1476;1124;2600
02-01-2016;05 - 06;1579;1160;2739
02-01-2016;06 - 07;1683;1239;2922
02-01-2016;07 - 08;1883;1350;3233
02-01-2016;08 - 09;2026;1459;3485
02-01-2016;09 - 10;2157;1589;3746
02-01-2016;10 - 11;2282;1706;3988
02-01-2016;11 - 12;2325;1750;4075
02-01-2016;12 - 13;2254;1757;4011
02-01-2016;13 - 14;2297;1765;4062
02-01-2016;14 - 15;2295;1778;4073
02-01-2016;15 - 16;2266;1806;4072
02-01-2016;16 - 17;2464;1945;4409
02-01-2016;17 - 18;2703;2070;4773
02-01-2016;18 - 19;2651;2052;4703
02-01-2016;19 - 20;2435;1910;4345
02-01-2016;20 - 21;2264;1777;4041
02-01-2016;21 - 22;2092;1668;3760
02-01-2016;22 - 23;2027;1591;3618
02-01-2016;23 - 00;1822;1462;3284
03-01-2016;00 - 01;1724;1388;3112
03-01-2016;01 - 02;1665;1315;2980
03-01-2016;02 - 03;1671;1259;2930
03-01-2016;03 - 04;1619;1210;2829
03-01-2016;04 - 05;1642;1249;2891
03-01-2016;05 - 06;1669;1270;2939
03-01-2016;06 - 07;1810;1329;3139
03-01-2016;07 - 08;1986;1400;3386
03-01-2016;08 - 09;2177;1506;3683
03-01-2016;09 - 10;2195;1629;3824
03-01-2016;10 - 11;2342;1734;4076
03-01-2016;11 - 12;2379;1777;4156
03-01-2016;12 - 13;2297;1774;4071
03-01-2016;13 - 14;2303;1753;4056
03-01-2016;14 - 15;2323;1750;4073
03-01-2016;15 - 16;2373;1743;4116
03-01-2016;16 - 17;2603;1820;4423
03-01-2016;17 - 18;2896;1923;4819
03-01-2016;18 - 19;2803;1937;4740
03-01-2016;19 - 20;2621;1867;4488
03-01-2016;20 - 21;2450;1753;4203
03-01-2016;21 - 22;2294;1706;4000
03-01-2016;22 - 23;2127;1557;3684
03-01-2016;23 - 00;1998;1431;3429
04-01-2016;00 - 01;1844;1347;3191
04-01-2016;01 - 02;1803;1294;3097
04-01-2016;02 - 03;1789;1255;3044
04-01-2016;03 - 04;1819;1251;3070
04-01-2016;04 - 05;1903;1282;3185
04-01-2016;05 - 06;2056;1399;3455
04-01-2016;06 - 07;2434;1636;4070
04-01-2016;07 - 08;2966;1944;4910
04-01-2016;08 - 09;3100;2048;5148
04-01-2016;09 - 10;3059;2067;5126
04-01-2016;10 - 11;3116;2072;5188
04-01-2016;11 - 12;3067;2060;5127
04-01-2016;12 - 13;2991;2026;5017
04-01-2016;13 - 14;3013;2019;5032
04-01-2016;14 - 15;2876;1997;4873
04-01-2016;15 - 16;2864;2005;4869
04-01-2016;16 - 17;2977;2151;5128
04-01-2016;17 - 18;3198;2338;5536
04-01-2016;18 - 19;3047;2274;5321
04-01-2016;19 - 20;2919;2102;5021
04-01-2016;20 - 21;2698;1949;4647
04-01-2016;21 - 22;2463;1809;4272
04-01-2016;22 - 23;2293;1639;3932
04-01-2016;23 - 00;2079;1495;3574
05-01-2016;00 - 01;1940;1385;3325
05-01-2016;01 - 02;1891;1326;3217
05-01-2016;02 - 03;1952;1292;3244
05-01-2016;03 - 04;1957;1298;3255
05-01-2016;04 - 05;2031;1340;3371
05-01-2016;05 - 06;2162;1435;3597
05-01-2016;06 - 07;2559;1708;4267
05-01-2016;07 - 08;3020;2005;5025
05-01-2016;08 - 09;3143;2109;5252
05-01-2016;09 - 10;3052;2136;5188
05-01-2016;10 - 11;3091;2138;5229
05-01-2016;11 - 12;3098;2112;5210
05-01-2016;12 - 13;3051;2064;5115
05-01-2016;13 - 14;2982;1985;4967
05-01-2016;14 - 15;2939;2039;4978
05-01-2016;15 - 16;2864;2043;4907
05-01-2016;16 - 17;3036;2096;5132
05-01-2016;17 - 18;3300;2233;5533
05-01-2016;18 - 19;3145;2219;5364
05-01-2016;19 - 20;2928;2130;5058
05-01-2016;20 - 21;2729;2010;4739
05-01-2016;21 - 22;2562;1876;4438
05-01-2016;22 - 23;2372;1706;4078
05-01-2016;23 - 00;2193;1539;3732
06-01-2016;00 - 01;2060;1442;3502
06-01-2016;01 - 02;1989;1381;3370
06-01-2016;02 - 03;1956;1359;3315
06-01-2016;03 - 04;1976;1382;3358
06-01-2016;04 - 05;2004;1405;3409
06-01-2016;05 - 06;2170;1499;3669
06-01-2016;06 - 07;2605;1754;4359
06-01-2016;07 - 08;3074;2033;5107
06-01-2016;08 - 09;3158;2104;5262
06-01-2016;09 - 10;3031;2062;5093
06-01-2016;10 - 11;3062;2060;5122
06-01-2016;11 - 12;3704;2040;5744
06-01-2016;12 - 13;2908;2040;4948
06-01-2016;13 - 14;2980;2026;5006
06-01-2016;14 - 15;2916;2014;4930
06-01-2016;15 - 16;2927;2016;4943
06-01-2016;16 - 17;3096;2078;5174
06-01-2016;17 - 18;3294;2250;5544
06-01-2016;18 - 19;3134;2196;5330
06-01-2016;19 - 20;2952;2100;5052
06-01-2016;20 - 21;2770;1984;4754
06-01-2016;21 - 22;2594;1812;4406
06-01-2016;22 - 23;2418;1718;4136
06-01-2016;23 - 00;2187;1560;3747
07-01-2016;00 - 01;2079;1456;3535
07-01-2016;01 - 02;2116;1410;3526
07-01-2016;02 - 03;2068;1396;3464
07-01-2016;03 - 04;2068;1392;3460
07-01-2016;04 - 05;2125;1409;3534
07-01-2016;05 - 06;2263;1475;3738
07-01-2016;06 - 07;2640;1703;4343
07-01-2016;07 - 08;3054;1920;4974
07-01-2016;08 - 09;3191;1942;5133
07-01-2016;09 - 10;3139;1948;5087
07-01-2016;10 - 11;3144;1953;5097
07-01-2016;11 - 12;3136;1928;5064
07-01-2016;12 - 13;3031;1922;4953
07-01-2016;13 - 14;3029;1897;4926
07-01-2016;14 - 15;3007;1908;4915
07-01-2016;15 - 16;2960;1915;4875
07-01-2016;16 - 17;3048;2036;5084
07-01-2016;17 - 18;3263;2161;5424
07-01-2016;18 - 19;3096;2116;5212
07-01-2016;19 - 20;2931;2049;4980
07-01-2016;20 - 21;2752;1954;4706
07-01-2016;21 - 22;2629;1820;4449
07-01-2016;22 - 23;2398;1661;4059
07-01-2016;23 - 00;2221;1489;3710
08-01-2016;00 - 01;2017;1380;3397
08-01-2016;01 - 02;1957;1325;3282
08-01-2016;02 - 03;2005;1302;3307
08-01-2016;03 - 04;2007;1293;3300
08-01-2016;04 - 05;2075;1338;3413
08-01-2016;05 - 06;2209;1430;3639
08-01-2016;06 - 07;2553;1665;4218
08-01-2016;07 - 08;2989;1940;4929
08-01-2016;08 - 09;3128;2042;5170
08-01-2016;09 - 10;3089;2087;5176
08-01-2016;10 - 11;3147;2057;5204
08-01-2016;11 - 12;3124;2029;5153
08-01-2016;12 - 13;3004;2018;5022
08-01-2016;13 - 14;2893;2051;4944
08-01-2016;14 - 15;2811;1996;4807
08-01-2016;15 - 16;2705;1971;4676
08-01-2016;16 - 17;2757;2081;4838
08-01-2016;17 - 18;3017;2205;5222
08-01-2016;18 - 19;2927;2144;5071
08-01-2016;19 - 20;2690;2019;4709
08-01-2016;20 - 21;2507;1866;4373
08-01-2016;21 - 22;2371;1744;4115
08-01-2016;22 - 23;2244;1610;3854
08-01-2016;23 - 00;2087;1496;3583
09-01-2016;00 - 01;1937;1400;3337
09-01-2016;01 - 02;1851;1329;3180
09-01-2016;02 - 03;1805;1279;3084
09-01-2016;03 - 04;1790;1264;3054
09-01-2016;04 - 05;1801;1252;3053
09-01-2016;05 - 06;1845;1285;3130
09-01-2016;06 - 07;1963;1348;3311
09-01-2016;07 - 08;2170;1467;3637
09-01-2016;08 - 09;2365;1605;3970
09-01-2016;09 - 10;2440;1724;4164
09-01-2016;10 - 11;2497;1795;4292
09-01-2016;11 - 12;2486;1813;4299
09-01-2016;12 - 13;2449;1779;4228
09-01-2016;13 - 14;2413;1756;4169
09-01-2016;14 - 15;2392;1754;4146
09-01-2016;15 - 16;2387;1762;4149
09-01-2016;16 - 17;2552;1906;4458
09-01-2016;17 - 18;2791;2051;4842
09-01-2016;18 - 19;2704;2017;4721
09-01-2016;19 - 20;2478;1871;4349
09-01-2016;20 - 21;2298;1746;4044
09-01-2016;21 - 22;2185;1632;3817
09-01-2016;22 - 23;2046;1530;3576
09-01-2016;23 - 00;1906;1438;3344
10-01-2016;00 - 01;1811;1356;3167
10-01-2016;01 - 02;1752;1286;3038
10-01-2016;02 - 03;1698;1239;2937
10-01-2016;03 - 04;1672;1221;2893
10-01-2016;04 - 05;1653;1214;2867
10-01-2016;05 - 06;1704;1233;2937
10-01-2016;06 - 07;1815;1287;3102
10-01-2016;07 - 08;1945;1386;3331
10-01-2016;08 - 09;2115;1519;3634
10-01-2016;09 - 10;2239;1639;3878
10-01-2016;10 - 11;2359;1733;4092
10-01-2016;11 - 12;2390;1775;4165
10-01-2016;12 - 13;2386;1784;4170
10-01-2016;13 - 14;2415;1781;4196
10-01-2016;14 - 15;2398;1802;4200
10-01-2016;15 - 16;2406;1847;4253
10-01-2016;16 - 17;2554;1972;4526
10-01-2016;17 - 18;2820;2124;4944
10-01-2016;18 - 19;2760;2080;4840
10-01-2016;19 - 20;2582;1942;4524
10-01-2016;20 - 21;2399;1793;4192
10-01-2016;21 - 22;2255;1656;3911
10-01-2016;22 - 23;2089;1516;3605
10-01-2016;23 - 00;1967;1390;3357
11-01-2016;00 - 01;1859;1282;3141
11-01-2016;01 - 02;1776;1198;2974
11-01-2016;02 - 03;1766;1176;2942
11-01-2016;03 - 04;1778;1192;2970
11-01-2016;04 - 05;1846;1225;3071
11-01-2016;05 - 06;1991;1311;3302
11-01-2016;06 - 07;2395;1578;3973
11-01-2016;07 - 08;2833;1818;4651
11-01-2016;08 - 09;3015;1888;4903
11-01-2016;09 - 10;2984;1882;4866
11-01-2016;10 - 11;3013;1907;4920
11-01-2016;11 - 12;3031;1881;4912
11-01-2016;12 - 13;2953;1859;4812
11-01-2016;13 - 14;2970;1874;4844
11-01-2016;14 - 15;2952;1896;4848
11-01-2016;15 - 16;2852;1868;4720
11-01-2016;16 - 17;2935;1955;4890
11-01-2016;17 - 18;3147;2116;5263
11-01-2016;18 - 19;2979;2057;5036
11-01-2016;19 - 20;2815;1978;4793
11-01-2016;20 - 21;2617;1820;4437
11-01-2016;21 - 22;2452;1702;4154
11-01-2016;22 - 23;2262;1523;3785
11-01-2016;23 - 00;2078;1369;3447
12-01-2016;00 - 01;1959;1256;3215
12-01-2016;01 - 02;1894;1204;3098
12-01-2016;02 - 03;1862;1177;3039
12-01-2016;03 - 04;1876;1185;3061
12-01-2016;04 - 05;1945;1217;3162
12-01-2016;05 - 06;2117;1311;3428
12-01-2016;06 - 07;2496;1559;4055
12-01-2016;07 - 08;2922;1790;4712
12-01-2016;08 - 09;3030;1905;4935
12-01-2016;09 - 10;3022;1912;4934
12-01-2016;10 - 11;3055;1935;4990
12-01-2016;11 - 12;3042;1936;4978
12-01-2016;12 - 13;2971;1918;4889
12-01-2016;13 - 14;3009;1899;4908
12-01-2016;14 - 15;2965;1873;4838
12-01-2016;15 - 16;2876;1877;4753
12-01-2016;16 - 17;2957;1993;4950
12-01-2016;17 - 18;3176;2137;5313
12-01-2016;18 - 19;3027;2050;5077
12-01-2016;19 - 20;2841;1909;4750
12-01-2016;20 - 21;2661;1775;4436
12-01-2016;21 - 22;2504;1658;4162
12-01-2016;22 - 23;2296;1502;3798
12-01-2016;23 - 00;2082;1348;3430
13-01-2016;00 - 01;1924;1250;3174
13-01-2016;01 - 02;1879;1199;3078
13-01-2016;02 - 03;1883;1176;3059
13-01-2016;03 - 04;1899;1173;3072
13-01-2016;04 - 05;1930;1197;3127
13-01-2016;05 - 06;2064;1305;3369
13-01-2016;06 - 07;2480;1585;4065
13-01-2016;07 - 08;2941;1852;4793
13-01-2016;08 - 09;3125;1977;5102
13-01-2016;09 - 10;3085;2000;5085
13-01-2016;10 - 11;3104;1945;5049
13-01-2016;11 - 12;2859;1915;4774
13-01-2016;12 - 13;2645;1921;4566
13-01-2016;13 - 14;2662;1917;4579
13-01-2016;14 - 15;2729;1906;4635
13-01-2016;15 - 16;2734;1927;4661
13-01-2016;16 - 17;2897;2028;4925
13-01-2016;17 - 18;3307;2213;5520
13-01-2016;18 - 19;3231;2171;5402
13-01-2016;19 - 20;3015;2029;5044
13-01-2016;20 - 21;2813;1883;4696
13-01-2016;21 - 22;2628;1744;4372
13-01-2016;22 - 23;2429;1596;4025
13-01-2016;23 - 00;2212;1437;3649
14-01-2016;00 - 01;2079;1327;3406
14-01-2016;01 - 02;2005;1269;3274
14-01-2016;02 - 03;1984;1241;3225
14-01-2016;03 - 04;1996;1251;3247
14-01-2016;04 - 05;2039;1284;3323
14-01-2016;05 - 06;2195;1384;3579
14-01-2016;06 - 07;2587;1634;4221
14-01-2016;07 - 08;3062;1878;4940
14-01-2016;08 - 09;3164;1955;5119
14-01-2016;09 - 10;3139;2001;5140
14-01-2016;10 - 11;3205;2004;5209
14-01-2016;11 - 12;3200;1998;5198
14-01-2016;12 - 13;3105;1990;5095
14-01-2016;13 - 14;3126;1967;5093
14-01-2016;14 - 15;3093;1955;5048
14-01-2016;15 - 16;3004;1924;4928
14-01-2016;16 - 17;3116;2037;5153
14-01-2016;17 - 18;3315;2198;5513
14-01-2016;18 - 19;3157;2144;5301
14-01-2016;19 - 20;2958;2013;4971
14-01-2016;20 - 21;2771;1865;4636
14-01-2016;21 - 22;2581;1763;4344
14-01-2016;22 - 23;2384;1608;3992
14-01-2016;23 - 00;2206;1457;3663
15-01-2016;00 - 01;2069;1360;3429
15-01-2016;01 - 02;1996;1287;3283
15-01-2016;02 - 03;1970;1267;3237
15-01-2016;03 - 04;1994;1277;3271
15-01-2016;04 - 05;2051;1307;3358
15-01-2016;05 - 06;2208;1398;3606
15-01-2016;06 - 07;2621;1599;4220
15-01-2016;07 - 08;3080;1823;4903
15-01-2016;08 - 09;3264;1953;5217
15-01-2016;09 - 10;3199;2016;5215
15-01-2016;10 - 11;3265;2054;5319
15-01-2016;11 - 12;3212;2028;5240
15-01-2016;12 - 13;3068;1991;5059
15-01-2016;13 - 14;2960;1999;4959
15-01-2016;14 - 15;2841;1988;4829
15-01-2016;15 - 16;2788;1966;4754
15-01-2016;16 - 17;2941;2103;5044
15-01-2016;17 - 18;3207;2290;5497
15-01-2016;18 - 19;3101;2251;5352
15-01-2016;19 - 20;2848;2080;4928
15-01-2016;20 - 21;2623;1934;4557
15-01-2016;21 - 22;2479;1819;4298
15-01-2016;22 - 23;2334;1705;4039
15-01-2016;23 - 00;2174;1593;3767
16-01-2016;00 - 01;2044;1493;3537
16-01-2016;01 - 02;1958;1425;3383
16-01-2016;02 - 03;1921;1390;3311
16-01-2016;03 - 04;1904;1378;3282
16-01-2016;04 - 05;1904;1379;3283
16-01-2016;05 - 06;1964;1407;3371
16-01-2016;06 - 07;2089;1466;3555
16-01-2016;07 - 08;2295;1595;3890
16-01-2016;08 - 09;2490;1739;4229
16-01-2016;09 - 10;2581;1838;4419
16-01-2016;10 - 11;2647;1921;4568
16-01-2016;11 - 12;2626;1933;4559
16-01-2016;12 - 13;2568;1922;4490
16-01-2016;13 - 14;2495;1903;4398
16-01-2016;14 - 15;2447;1879;4326
16-01-2016;15 - 16;2448;1885;4333
16-01-2016;16 - 17;2607;2000;4607
16-01-2016;17 - 18;2902;2180;5082
16-01-2016;18 - 19;2807;2136;4943
16-01-2016;19 - 20;2605;1991;4596
16-01-2016;20 - 21;2458;1875;4333
16-01-2016;21 - 22;2327;1773;4100
16-01-2016;22 - 23;2195;1658;3853
16-01-2016;23 - 00;2043;1543;3586
17-01-2016;00 - 01;1952;1442;3394
17-01-2016;01 - 02;1887;1386;3273
17-01-2016;02 - 03;1847;1359;3206
17-01-2016;03 - 04;1834;1349;3183
17-01-2016;04 - 05;1863;1352;3215
17-01-2016;05 - 06;1925;1392;3317
17-01-2016;06 - 07;2052;1463;3515
17-01-2016;07 - 08;2228;1565;3793
17-01-2016;08 - 09;2416;1679;4095
17-01-2016;09 - 10;2509;1800;4309
17-01-2016;10 - 11;2528;1849;4377
17-01-2016;11 - 12;2498;1843;4341
17-01-2016;12 - 13;2434;1804;4238
17-01-2016;13 - 14;2403;1771;4174
17-01-2016;14 - 15;2389;1778;4167
17-01-2016;15 - 16;2392;1812;4204
17-01-2016;16 - 17;2590;1948;4538
17-01-2016;17 - 18;2992;2167;5159
17-01-2016;18 - 19;2931;2148;5079
17-01-2016;19 - 20;2743;2007;4750
17-01-2016;20 - 21;2557;1878;4435
17-01-2016;21 - 22;2434;1767;4201
17-01-2016;22 - 23;2281;1626;3907
17-01-2016;23 - 00;2153;1518;3671
18-01-2016;00 - 01;2061;1438;3499
18-01-2016;01 - 02;2015;1374;3389
18-01-2016;02 - 03;1988;1357;3345
18-01-2016;03 - 04;1981;1375;3356
18-01-2016;04 - 05;2066;1407;3473
18-01-2016;05 - 06;2235;1526;3761
18-01-2016;06 - 07;2669;1779;4448
18-01-2016;07 - 08;3144;2068;5212
18-01-2016;08 - 09;3301;2156;5457
18-01-2016;09 - 10;3238;2162;5400
18-01-2016;10 - 11;3264;2125;5389
18-01-2016;11 - 12;3242;2100;5342
18-01-2016;12 - 13;3151;2121;5272
18-01-2016;13 - 14;3140;2114;5254
18-01-2016;14 - 15;3049;2094;5143
18-01-2016;15 - 16;2984;2067;5051
18-01-2016;16 - 17;3067;2136;5203
18-01-2016;17 - 18;3363;2338;5701
18-01-2016;18 - 19;3185;2301;5486
18-01-2016;19 - 20;2978;2111;5089
18-01-2016;20 - 21;2774;1979;4753
18-01-2016;21 - 22;2596;1845;4441
18-01-2016;22 - 23;2407;1693;4100
18-01-2016;23 - 00;2154;1528;3682
